"taxonUUID","taxonRank","kingdom","simplifiedScientificName","categoryIUCN","new_iucn","source_process"
"0d74acec-920a-426b-bb43-e6ca66bdcefb","species","Animalia","Acentrogobius viganensis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"f6c358d8-e362-4c63-b7cb-6faecc3db0e2","species","Animalia","Amoya moloanus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"75004994-b51d-4f23-a0e9-3eb88a84a422","species","Animalia","Callogobius liolepis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"8ab5123a-a354-4d14-8683-25e4c6d1125f","species","Animalia","Mugilogobius fontinalis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"95698e22-937d-4fb0-ae40-7110a6d6366d","species","Animalia","Oxyurichthys visayanus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"ecbad055-a7cb-4e58-b043-584821ae06ad","species","Animalia","Schismatogobius roxasi","","瀕危（EN, Endangered）","IUCN_change_output"
"b05acff6-d483-4636-8c7c-54c1a6da718f","species","Animalia","Taenioides limicola","","暫無危機（LC, Least Concern）","IUCN_change_output"
"b25b107a-562c-4e57-8dff-7e258bdf3f72","species","Animalia","Anyperodon leucogrammicus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"d14e34ba-7a07-43bf-a29d-fc954c27e1ce","species","Animalia","Epinephelus poecilonotus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"5abb93cc-0e53-4fe5-aadb-0455fa388d2e","species","Animalia","Epinephelus radiatus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"c81bfeae-286f-4a31-aa97-fb855fbdd0b7","species","Animalia","Gracila albomarginata","","暫無危機（LC, Least Concern）","IUCN_change_output"
"b6f8077f-e4c8-4e26-9949-d7934f960734","species","Animalia","Saloptia powelli","","暫無危機（LC, Least Concern）","IUCN_change_output"
"2c15881a-0b07-46fe-b639-9f6b7bdef442","species","Animalia","Fowleria punctulata","","暫無危機（LC, Least Concern）","IUCN_change_output"
"1b7664b4-67a8-4e5d-b9eb-e239c46a8ccb","species","Animalia","Jaydia albomarginatus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"13b50385-68ff-43fd-ba4d-02b4103bb7b6","species","Animalia","Jaydia truncata","","暫無危機（LC, Least Concern）","IUCN_change_output"
"39abc1a2-4d5a-4c30-8977-80826495dcad","species","Animalia","Ostorhinchus fleurieu","","暫無危機（LC, Least Concern）","IUCN_change_output"
"a1ee17a7-b8ee-46f7-86a2-0fb78bae2e2e","species","Animalia","Ostorhinchus taeniophorus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"65253829-bc37-43ba-9033-3722241e9fbf","species","Animalia","Coris aygula","暫無危機（LC, Least Concern）","易危（VU, Vulnerable）","IUCN_change_output"
"2de0ebc5-18bd-4c39-b4f2-1e1c2a9ff5ee","species","Animalia","Novaculops woodi","","暫無危機（LC, Least Concern）","IUCN_change_output"
"a3f1b228-be79-441e-bacb-dbef82588cdf","species","Animalia","Lutjanus ophuysenii","","暫無危機（LC, Least Concern）","IUCN_change_output"
"61eeb37b-48f7-4e55-b836-e56a5bb9ef0f","species","Animalia","Nuchequula mannusella","","暫無危機（LC, Least Concern）","IUCN_change_output"
"21ed2a0c-947f-4193-a77c-095883dde0a0","species","Animalia","Synchiropus lateralis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"8d334bad-1634-482a-a9cf-928305db2c81","species","Animalia","Trichiurus japonicus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"e33b5e70-8d0c-4550-8e15-310916130d1b","species","Animalia","Butis melanostigma","","暫無危機（LC, Least Concern）","IUCN_change_output"
"480bf3c9-7513-4815-97f2-300e8d65fba8","species","Animalia","Ophiocara porocephala","","暫無危機（LC, Least Concern）","IUCN_change_output"
"28141c05-0ec8-415d-93e1-fd0675bdcc20","species","Animalia","Acentronura breviperula","","暫無危機（LC, Least Concern）","IUCN_change_output"
"4d741193-b2ac-49db-8caf-d0f9c192bbd4","species","Animalia","Acrossocheilus paradoxus","","資料缺乏（DD, Data Deficient）","IUCN_change_output"
"d11b18eb-ae8f-460b-985b-ac9042602183","species","Animalia","Puntius semifasciolatus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"a3d77668-4348-44f7-9443-abfb6a4eed7d","species","Animalia","Cyprinus carpio","極危（CR, Critically Endangered）","暫無危機（LC, Least Concern）","IUCN_change_output"
"a1579625-eac7-4aa8-957e-058481f36fbb","species","Animalia","Brachirus annularis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"d43560b2-867b-4444-aaa4-e2d2da331a86","species","Animalia","Chlorophthalmus borealis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"8c1a5a08-a1c4-4da4-b11b-948171fa3174","species","Animalia","Lestidium orientale","","暫無危機（LC, Least Concern）","IUCN_change_output"
"c44d0baf-4a3e-46f5-9e49-76672b5ba0c9","species","Animalia","Scolecenchelys iredalei","","暫無危機（LC, Least Concern）","IUCN_change_output"
"20cd0a70-ca5f-4dc8-a670-4c83d75a6a56","species","Animalia","Antennarius nummifer","","暫無危機（LC, Least Concern）","IUCN_change_output"
"03038133-2b6e-4a7f-af30-926ba1b36831","species","Animalia","Antennatus commerson","","暫無危機（LC, Least Concern）","IUCN_change_output"
"7a9de987-24d3-43eb-96bf-63695739fb64","species","Animalia","Antennatus dorehensis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"eec7d174-8172-42c5-b352-94308a290b8a","species","Animalia","Antennatus coccineus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"52a051ca-7301-4fcb-810b-7a3b2c54658b","species","Animalia","Fowlerichthys scriptissimus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"f1eca308-dd59-42d5-80d7-6eeb7817e131","species","Animalia","Nezumia proxima","","暫無危機（LC, Least Concern）","IUCN_change_output"
"0171e722-0e91-4ee4-8b0b-d07266a8cbc3","species","Animalia","Atherinomorus insularum","","暫無危機（LC, Least Concern）","IUCN_change_output"
"ee4fcf69-253b-4a33-9535-06ae58658fb6","species","Animalia","Hypoatherina woodwardi","","資料缺乏（DD, Data Deficient）","IUCN_change_output"
"376c61a8-ca87-450c-af58-8bb9fe2111dc","species","Animalia","Moolgarda cunnesius","","暫無危機（LC, Least Concern）","IUCN_change_output"
"16cb5354-9ae4-41d0-a055-dd358f33a01a","species","Animalia","Moolgarda perusii","","暫無危機（LC, Least Concern）","IUCN_change_output"
"67a2a21f-c7f5-438c-ad50-95ae5450f8c7","species","Animalia","Artamus leucorynchus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"328bac2e-fb9a-4f2f-b2aa-b9b74e6e78ea","species","Animalia","Psittacula krameri","","暫無危機（LC, Least Concern）","IUCN_change_output"
"b57094d5-b88c-4997-9748-41d2357e0f4b","species","Animalia","Ceyx erithaca","接近受脅（NT, Near Threatened）","暫無危機（LC, Least Concern）","IUCN_change_output"
"0bfd8a68-bdff-4cc5-8336-efc005edd1c8","species","Animalia","Yungipicus canicapillus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"634de9d3-0592-4573-b730-a6fcc9a24e8a","species","Animalia","Rhabdophis formosanus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"d4a4a2b6-f048-4c30-8c44-1988a7134784","species","Animalia","Python reticulatus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"d30e83f8-1e07-4549-8c5f-8e98fe9982a7","species","Animalia","Mobula japanica","","瀕危（EN, Endangered）","IUCN_change_output"
"02751597-aa53-4e53-a842-e262344e149e","species","Animalia","Hemitrygon bennettii","","易危（VU, Vulnerable）","IUCN_change_output"
"34b8e4bb-e743-4a9c-8df2-714d91af0170","species","Animalia","Dasyatis ushiei","","易危（VU, Vulnerable）","IUCN_change_output"
"7cdddfd3-376a-4b33-a5f1-2c5fbe4c4f68","species","Animalia","Scyliorhinus tokubee","","暫無危機（LC, Least Concern）","IUCN_change_output"
"9e8d166a-c077-43fc-b599-d360e3629209","species","Animalia","Rhinobatos formosensis","","極危（CR, Critically Endangered）","IUCN_change_output"
"938f6f5c-1b89-4256-a029-cf86e2a21a12","species","Animalia","Torpedo formosa","","接近受脅（NT, Near Threatened）","IUCN_change_output"
"0f0a2b6b-2f97-47b3-95a1-a470d88da78b","species","Animalia","Torpedo tokionis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"ca178842-256f-4d8d-9a4b-e9d0895b0333","species","Animalia","Centrophorus lusitanicus","","瀕危（EN, Endangered）","IUCN_change_output"
"1b15da6b-2299-4647-b0cc-9b76d9bd5366","species","Animalia","Centrophorus granulosus","資料缺乏（DD, Data Deficient）","瀕危（EN, Endangered）","IUCN_change_output"
"4b366713-e73a-4da9-a691-d42d85365a11","species","Animalia","Stegostoma fasciatum","","瀕危（EN, Endangered）","IUCN_change_output"
"76cf5e03-c6eb-43fb-ae8a-7322635f22f9","species","Animalia","Myotis formosus","接近受脅（NT, Near Threatened）","資料缺乏（DD, Data Deficient）","IUCN_change_output"
"04ef2c54-9875-4bd0-af03-3734d0c18b1d","species","Animalia","Delphinus delphis","瀕危（EN, Endangered）","暫無危機（LC, Least Concern）","IUCN_change_output"
"3293542b-82c4-4173-98a7-1a7a8079a8e1","species","Animalia","Delphinus capensis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"ff912a9f-c4d4-4b83-aed2-1da3c462b9b2","species","Animalia","Aquarana catesbeiana","","暫無危機（LC, Least Concern）","IUCN_change_output"
"ec4aa8bc-6ef6-484e-80e5-a45d74566395","species","Animalia","Eptatretus fernholmi","易危（VU, Vulnerable）","資料缺乏（DD, Data Deficient）","IUCN_change_output"
"138c639a-799e-4d13-8361-3259ec5ea52d","species","Animalia","Solen fonesi","","暫無危機（LC, Least Concern）","IUCN_change_output"
"23ea6cbf-93c3-4e48-80aa-dc3cbb392c4d","species","Animalia","Anodonta woodiana","","暫無危機（LC, Least Concern）","IUCN_change_output"
"0f986d60-e7cb-41a3-b697-956d71bd025b","species","Animalia","Cristaria discoidea","","暫無危機（LC, Least Concern）","IUCN_change_output"
"a03c8545-c1a6-4875-85ea-4fa0455822dc","species","Animalia","Uroteuthis duvaucelii","","資料缺乏（DD, Data Deficient）","IUCN_change_output"
"b95efb13-61c3-4cb9-8ff2-e99898568e18","species","Animalia","Sepia omani","","暫無危機（LC, Least Concern）","IUCN_change_output"
"f0875a99-8456-407e-b3af-78d59c3ee514","species","Animalia","Sepia prionota","","暫無危機（LC, Least Concern）","IUCN_change_output"
"508972e7-3bab-4e4f-b08f-2db9175b500c","species","Animalia","Hebra horrida","","暫無危機（LC, Least Concern）","IUCN_change_output"
"753e5e65-e61b-4f35-93ed-9a82ac052a0b","species","Animalia","Cymbiola nobilis","","EX","IUCN_change_output"
"a69b7d33-395e-4a8d-9ed2-d906a1e7ad19","species","Animalia","Conus comatosa","","暫無危機（LC, Least Concern）","IUCN_change_output"
"09eac846-c128-4af5-aaf1-15d3adaffcd4","species","Animalia","Conus fulgetrum","","暫無危機（LC, Least Concern）","IUCN_change_output"
"59a7f492-c642-444c-9ffc-491422fe6127","species","Animalia","Conus ichinoseana","","暫無危機（LC, Least Concern）","IUCN_change_output"
"ff361a53-7662-4860-aacf-3525e4458848","species","Animalia","Conus ione","","暫無危機（LC, Least Concern）","IUCN_change_output"
"94d802db-55e3-4bbb-9123-cc25d52d0461","species","Animalia","Conus kimioi","","暫無危機（LC, Least Concern）","IUCN_change_output"
"06ab0003-22d9-442f-b0ee-28afdbe6d597","species","Animalia","Conus longurionis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"56479045-103a-4252-96e2-b21ba39fd6a7","species","Animalia","Conus luridus","","接近受脅（NT, Near Threatened）","IUCN_change_output"
"9ca9c5d4-0bf5-4443-ae75-8e74592ef487","species","Animalia","Conus luteus","資料缺乏（DD, Data Deficient）","暫無危機（LC, Least Concern）","IUCN_change_output"
"8c13d807-2dca-4e0d-aed1-b4c05409d7f5","species","Animalia","Conus memiae","","暫無危機（LC, Least Concern）","IUCN_change_output"
"cc029fe5-3c5b-4f55-8604-c49ccf162a05","species","Animalia","Conus orbignyi","","暫無危機（LC, Least Concern）","IUCN_change_output"
"a44d59fb-3ea2-4d0c-89bd-7a5bdd97b8bc","species","Animalia","Conus pseudorbignyi","","資料缺乏（DD, Data Deficient）","IUCN_change_output"
"bccb33b7-982e-44b8-9b0a-a6ebd5e1e39e","species","Animalia","Conus sieboldii","","暫無危機（LC, Least Concern）","IUCN_change_output"
"7bcc13f7-8413-4d0f-84a3-90b33b907794","species","Animalia","Conus tuberculosus","","資料缺乏（DD, Data Deficient）","IUCN_change_output"
"01a3859d-1939-453e-a835-a12307aec2c5","species","Animalia","Conus urashimanus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"4690a313-2afc-45aa-89c8-8b8948b0b3bf","species","Animalia","Conus wakayamaensis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"a77f0df2-0fc7-4458-a731-fa6d3978af53","species","Animalia","Conus aculeiformis","","資料缺乏（DD, Data Deficient）","IUCN_change_output"
"52ea4615-426d-4039-8f48-7e87369696a0","species","Animalia","Merelina solida","","暫無危機（LC, Least Concern）","IUCN_change_output"
"ba38cc06-f5d3-4141-b5bb-9132a048c9fa","species","Animalia","Melanoides tuberculatus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"c9f7a226-9819-4556-bb4d-c22416aa4552","species","Animalia","Stenomelania torulosa","","暫無危機（LC, Least Concern）","IUCN_change_output"
"46f27400-6128-4836-9755-8f598e671e2b","species","Animalia","Thiara scabra","","暫無危機（LC, Least Concern）","IUCN_change_output"
"3d63fcbe-69c9-41da-87d5-2fea8b9ef1bb","species","Animalia","Stenothyra chilkaensis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"4262c887-f8e7-4df6-a64d-ea3ded193543","species","Animalia","Clithon chlorostoma","","暫無危機（LC, Least Concern）","IUCN_change_output"
"12ea8760-0a34-47e0-a13c-dc3f7850dcc9","species","Animalia","Clithon sowerbianus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"8853503c-5094-403f-836e-b379ce9e3c8c","species","Animalia","Nerita bensoni","","暫無危機（LC, Least Concern）","IUCN_change_output"
"80f16c18-59a8-4a65-a534-dfab6f9aa073","species","Animalia","Neritina auriculata","","暫無危機（LC, Least Concern）","IUCN_change_output"
"bc69999c-97ff-4214-a668-8445e3f53589","species","Animalia","Haliotis dohrniana","","暫無危機（LC, Least Concern）","IUCN_change_output"
"7de75a09-4178-42f3-b6de-fdd3e360a810","species","Animalia","Haliotis venusta","","暫無危機（LC, Least Concern）","IUCN_change_output"
"0693c391-ccc7-4322-b3cc-4d3e36432ba7","species","Animalia","Haliotis crebrisculpta","","資料缺乏（DD, Data Deficient）","IUCN_change_output"
"d7b46817-5e43-48a8-a6ff-2e9cb7db3f74","species","Animalia","Austropeplea ollula","","暫無危機（LC, Least Concern）","IUCN_change_output"
"b0011705-aec4-4bbe-acca-83d7f753f33e","species","Animalia","Fossaria truncatula","","暫無危機（LC, Least Concern）","IUCN_change_output"
"8e92e329-637d-4b0c-b1e3-9122d7ab9463","species","Animalia","Hippeutis umbilicalis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"4b0f38c1-b6f8-471e-9d7e-8e510ec6ef42","species","Animalia","Millepora murrayi","","瀕危（EN, Endangered）","IUCN_change_output"
"bea6763c-4ff3-4f59-9a41-971bcd1543ff","species","Animalia","Acanthastrea hillae","","暫無危機（LC, Least Concern）","IUCN_change_output"
"b74a5885-a88d-43b5-9a93-07787cc1f700","species","Animalia","Acropora danai","","瀕危（EN, Endangered）","IUCN_change_output"
"876d481d-b826-416a-9742-fd7a8c39ad29","species","Animalia","Acropora rosaria","","瀕危（EN, Endangered）","IUCN_change_output"
"8b359ae4-558a-4de4-a2e7-c234c985899e","species","Animalia","Euphyllia paraancora","","暫無危機（LC, Least Concern）","IUCN_change_output"
"f2600c6e-51ea-42cc-bd45-ae6d12541783","species","Animalia","Lophelia pertusa","","易危（VU, Vulnerable）","IUCN_change_output"
"85b70451-5757-43ef-a847-b133021d6bb3","species","Animalia","Echinopora pacificus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"ffce4c0d-8d11-4224-9a98-e462d4972b4d","species","Animalia","Favia veroni","","暫無危機（LC, Least Concern）","IUCN_change_output"
"6efb91ff-211f-4f5d-9583-2655a818f6dd","species","Animalia","Dipsastraea maxima","","暫無危機（LC, Least Concern）","IUCN_change_output"
"0074916f-967b-4013-bce2-0f311419a18e","species","Animalia","Goniastrea australensis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"eba24958-99f6-49fa-91a2-ac4218215c50","species","Animalia","Fungia moluccensis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"287455ed-e310-45f1-a1cb-953d5a97cb48","species","Animalia","Fungia taiwanensis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"1a8e3611-c591-47e8-b6f3-cd58d8e7c12b","species","Animalia","Fungia tenuis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"2bd5fe17-048c-40c0-ad0b-9f6f18eccbfb","species","Animalia","Lithophyllon mokai","","暫無危機（LC, Least Concern）","IUCN_change_output"
"b11c74a5-6fef-4db1-8ae6-847016e2ebea","species","Animalia","Psammocora haimeana","","暫無危機（LC, Least Concern）","IUCN_change_output"
"e70c1993-ec4e-4f50-a3bf-e8e199ba1fa8","species","Animalia","Scapophyllia cylindrica","","暫無危機（LC, Least Concern）","IUCN_change_output"
"edd10b57-6483-412c-927c-86ff4c88599d","species","Animalia","Stichopus variegatus","","資料缺乏（DD, Data Deficient）","IUCN_change_output"
"4a8b6baf-dea8-4cc7-a2a0-bc8fb9e389d3","infraspecies","Animalia","Sturnia malabarica nemoricola","","暫無危機（LC, Least Concern）","IUCN_change_output"
"cb356438-6649-4f2b-82af-fb6cfcef282a","infraspecies","Animalia","Phoenicurus fuliginosus affinis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"50595939-0fd1-4793-ae54-71dbb76abfa7","infraspecies","Animalia","Saxicola ferreus haringtoni","","暫無危機（LC, Least Concern）","IUCN_change_output"
"8aa24731-49ec-4439-854c-6a06be7bb90a","infraspecies","Animalia","Lalage melaschistos intermedia","","暫無危機（LC, Least Concern）","IUCN_change_output"
"a752127b-923a-419b-8237-01f55029333e","infraspecies","Animalia","Coracina macei rexpineti","","暫無危機（LC, Least Concern）","IUCN_change_output"
"40599ff4-51f0-4de9-8dcf-bc1d952904ca","infraspecies","Animalia","Pernis ptilorhynchus orientalis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"fe65f6d5-ce75-44bf-938f-7125be403f1c","infraspecies","Animalia","Onychoprion fuscatus nubilosus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"aa380209-4a81-46dd-adc1-154982eb4aaa","infraspecies","Animalia","Thalasseus bengalensis torresii","","暫無危機（LC, Least Concern）","IUCN_change_output"
"cf6fced1-854c-40ff-9732-02864e309051","infraspecies","Animalia","Sternula albifrons sinensis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"1605186a-07b6-4653-85af-15abffb7c49a","infraspecies","Animalia","Turnix sylvaticus davidi","","暫無危機（LC, Least Concern）","IUCN_change_output"
"f6fe3e4c-44db-44be-b82d-5f56a03111c5","infraspecies","Animalia","Zapornia akool coccineipes","","暫無危機（LC, Least Concern）","IUCN_change_output"
"b576dce2-4b14-4938-b334-8d3872aa1602","infraspecies","Animalia","Zapornia fusca erythrothorax","","暫無危機（LC, Least Concern）","IUCN_change_output"
"c30b1bfd-5e73-402e-8ff3-eb94e1c08ade","infraspecies","Animalia","Pseudobulweria rostrata rostrata","","接近受脅（NT, Near Threatened）","IUCN_change_output"
"f0a64182-43d1-42d8-b25c-05b73079d615","infraspecies","Animalia","Ardea alba modesta","","暫無危機（LC, Least Concern）","IUCN_change_output"
"16fc70b2-f01c-4295-b326-de108dba06e2","infraspecies","Animalia","Eudynamys scolopaceus chinensis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"ce134993-d46b-4810-81a3-7cc4b5b315f3","infraspecies","Animalia","Treron bicinctus domvilii","","暫無危機（LC, Least Concern）","IUCN_change_output"
"7d58718c-51e3-4a75-a4a4-cd1a77cfcc99","infraspecies","Animalia","Oreocryptophis porphyraceus kawakamii","","暫無危機（LC, Least Concern）","IUCN_change_output"
"783f844c-d41c-4b40-a017-54ec9c5ca766","infraspecies","Animalia","Elaphe taeniura friesi","","易危（VU, Vulnerable）","IUCN_change_output"
"7ac39eaf-514a-4c28-9374-d8ee3184fe01","infraspecies","Animalia","Trachemys scripta elegans","","暫無危機（LC, Least Concern）","IUCN_change_output"
"5ce13ac2-2325-4faf-9567-e01b43099352","infraspecies","Animalia","Myotis formosus flavus","","接近受脅（NT, Near Threatened）","IUCN_change_output"
"82a0b0d7-757b-4c8b-b86f-f2250ebea711","species","Animalia","Badamia exclamationis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"75b36ccb-6e46-48c7-9c9d-d3d1630e4ee2","species","Animalia","Papilio castor","","暫無危機（LC, Least Concern）","IUCN_change_output"
"018c7911-1ee2-4dc3-ba41-6debb396df2f","species","Animalia","Xylota bimaculata","","暫無危機（LC, Least Concern）","IUCN_change_output"
"205282bf-60e8-434b-b90b-5d56d6172a9c","species","Animalia","Gynacantha hyalina","","資料缺乏（DD, Data Deficient）","IUCN_change_output"
"bbca84f0-ff9c-4c50-afe0-adad9b17ce28","species","Animalia","Anisogomphus koxingai","","暫無危機（LC, Least Concern）","IUCN_change_output"
"09d65873-e37e-4e45-98bc-2f9a617ffc12","species","Animalia","Copera ciliata","","暫無危機（LC, Least Concern）","IUCN_change_output"
"4c4da32f-e92f-4804-9ac4-fe862991aead","species","Animalia","Megalestes maai","","暫無危機（LC, Least Concern）","IUCN_change_output"
"2cadf583-a820-44e7-8c2c-293710e69d35","species","Animalia","Sinolestes edita","","暫無危機（LC, Least Concern）","IUCN_change_output"
"75ab21bb-eb46-4adb-a87d-6415da49f474","species","Plantae","Nymphaea capensis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"f56dffde-8047-4735-ac16-b42df60e8db3","species","Plantae","Arenga engleri","","接近受脅（NT, Near Threatened）","IUCN_change_output"
"5aa189d1-2f1e-495d-910b-9d3461c1c9a4","species","Plantae","Cyperus odoratus","暫無危機（LC, Least Concern）","資料缺乏（DD, Data Deficient）","IUCN_change_output"
"b3bbce01-42ef-4a97-94a5-fc33d0bb1130","species","Plantae","Euphorbia prostrata","","極危（CR, Critically Endangered）","IUCN_change_output"
"565cf47b-18e9-4f44-95ea-1bc6f27955cd","species","Plantae","Glochidion acuminatum","","暫無危機（LC, Least Concern）","IUCN_change_output"
"66a860dd-5f08-49ea-b41a-ec8ea5aaf537","species","Plantae","Sandoricum koetjape","暫無危機（LC, Least Concern）","易危（VU, Vulnerable）","IUCN_change_output"
"a6954499-2988-4402-8ad3-96e27140148d","species","Plantae","Persicaria glabra","","暫無危機（LC, Least Concern）","IUCN_change_output"
"6658d283-459a-4aeb-9001-1feeda6a2a10","species","Plantae","Lindernia nummularifolia","","暫無危機（LC, Least Concern）","IUCN_change_output"
"4843652c-3c7c-4c66-99b0-cf6859d9426d","species","Plantae","Acmella paniculata","","暫無危機（LC, Least Concern）","IUCN_change_output"
"ac1fb651-8757-4cc3-b277-d6755e080239","species","Chromista","Turbinaria peltata","","暫無危機（LC, Least Concern）","IUCN_change_output"
"ab1bd208-4d31-4c71-91b4-b199ccc5e123","species","Fungi","Coltricia perennis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"09cdf826-35d9-4ca6-92a7-1f02e8e038db","species","Fungi","Panus neostrigosus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"85f299e4-1843-463f-887a-a58248cf615c","species","Fungi","Fomitopsis pinicola","","暫無危機（LC, Least Concern）","IUCN_change_output"
"205f862b-96b1-4c05-8abc-edae732a147d","species","Fungi","Agaricus silvaticus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"85bfc124-b82c-4d10-9b76-0e7977873dc3","species","Fungi","Lepiota cristata","","暫無危機（LC, Least Concern）","IUCN_change_output"
"31fb5da2-b3fa-4fa2-93f2-c2d21834a2b9","species","Fungi","Cyclocybe cylindracea","","暫無危機（LC, Least Concern）","IUCN_change_output"
